ts_key,smape,category
DACIA_DUSTER_Diesel,0.0,<10%
DACIA_DUSTER_Hybrid,27.658663501566235,20-30%
DACIA_DUSTER_Petrol,72.25249221573388,>40%
DACIA_DUSTER_Total,29.354310523198173,20-30%
DACIA_JOGGER_Hybrid,24.253229901224056,20-30%
DACIA_JOGGER_Petrol,34.518881202410626,30-40%
DACIA_JOGGER_Total,27.71993652126848,20-30%
DACIA_LOGAN_Petrol,200.0,>40%
DACIA_LOGAN_Total,200.0,>40%
DACIA_SANDERO_All_Wheel_Drive,0.0,<10%
DACIA_SANDERO_Petrol,13.511815478042118,10-20%
DACIA_SANDERO_Total,12.897081605671906,10-20%
DACIA_SPRING_Electric_BEV,37.32467745743573,30-40%
DACIA_SPRING_Total,37.20530427731896,30-40%
FERRARI_296_Convertibles,200.0,>40%
FERRARI_296_Hybrid,200.0,>40%
FERRARI_296_Petrol,66.66666666666666,>40%
FERRARI_296_Total,200.0,>40%
FERRARI_PUROSANGUE_All_Wheel_Drive,200.0,>40%
FERRARI_PUROSANGUE_Petrol,200.0,>40%
FERRARI_PUROSANGUE_Total,200.0,>40%
FERRARI_ROMA_Convertibles,200.0,>40%
FERRARI_ROMA_Petrol,200.0,>40%
FERRARI_ROMA_Total,200.0,>40%
FERRARI_SF90_All_Wheel_Drive,200.0,>40%
FERRARI_SF90_Convertibles,200.0,>40%
FERRARI_SF90_Hybrid,200.0,>40%
FERRARI_SF90_Petrol,0.0,<10%
FERRARI_SF90_Total,200.0,>40%
FERRARI_SONSTIGE_Convertibles,133.33333333333331,>40%
FERRARI_SONSTIGE_Hybrid,66.66666666666666,>40%
FERRARI_SONSTIGE_Petrol,133.33333333333331,>40%
FERRARI_SONSTIGE_Total,133.33333333333331,>40%
FIAT_500_Electric_BEV,19.148737327188314,10-20%
FIAT_500_Hybrid,200.0,>40%
FIAT_500_Petrol,0.0,<10%
FIAT_500_Total,34.69497941780648,30-40%
FIAT_600_Electric_BEV,200.0,>40%
FIAT_600_Hybrid,14.569350391445143,10-20%
FIAT_600_Petrol,0.0,<10%
FIAT_600_Total,13.461430330907268,10-20%
FIAT_DUCATO_All_Wheel_Drive,200.0,>40%
FIAT_DUCATO_Diesel,11.410896829455233,10-20%
FIAT_DUCATO_Electric_BEV,66.66666666666666,>40%
FIAT_DUCATO_Petrol,200.0,>40%
FIAT_DUCATO_Total,10.054382661937655,10-20%
FIAT_PANDA_Electric_BEV,0.0,<10%
FIAT_PANDA_Hybrid,26.23370096187611,20-30%
FIAT_PANDA_Total,20.305098246511978,20-30%
FIAT_TIPO_Diesel,200.0,>40%
FIAT_TIPO_Hybrid,0.0,<10%
FIAT_TIPO_Total,200.0,>40%
FIAT_ULYSSE_All_Wheel_Drive,66.66666666666666,>40%
FIAT_ULYSSE_Diesel,200.0,>40%
FIAT_ULYSSE_Electric_BEV,0.0,<10%
FIAT_ULYSSE_Petrol,0.0,<10%
FIAT_ULYSSE_Total,200.0,>40%
FISKER_OCEAN_All_Wheel_Drive,133.33333333333331,>40%
FISKER_OCEAN_Electric_BEV,133.33333333333331,>40%
FISKER_OCEAN_Total,133.33333333333331,>40%
FORD_CAPRI_All_Wheel_Drive,200.0,>40%
FORD_CAPRI_Electric_BEV,36.22395907131393,30-40%
FORD_CAPRI_Total,55.90487805453953,>40%
FORD_EXPLORER_All_Wheel_Drive,134.32426467370374,>40%
FORD_EXPLORER_Electric_BEV,14.863035160167396,10-20%
FORD_EXPLORER_Hybrid,0.0,<10%
FORD_EXPLORER_Petrol,0.0,<10%
FORD_EXPLORER_Total,21.368473412293167,20-30%
FORD_FOCUS_Diesel,9.961675653525996,<10%
FORD_FOCUS_Hybrid,43.78919058115371,>40%
FORD_FOCUS_Petrol,105.67946515536923,>40%
FORD_FOCUS_Total,37.680947861971674,30-40%
FORD_KUGA_All_Wheel_Drive,77.54071882234453,>40%
FORD_KUGA_Diesel,133.33333333333331,>40%
FORD_KUGA_Hybrid,21.7151925666072,20-30%
FORD_KUGA_Petrol,22.411602673594434,20-30%
FORD_KUGA_Total,8.454646562312524,<10%
FORD_MUSTANG MACH-E_All_Wheel_Drive,200.0,>40%
FORD_MUSTANG MACH-E_Electric_BEV,200.0,>40%
FORD_MUSTANG MACH-E_Total,200.0,>40%
FORD_MUSTANG_Convertibles,200.0,>40%
FORD_MUSTANG_Petrol,53.04351431632338,>40%
FORD_MUSTANG_Total,57.49046396782597,>40%
FORD_PUMA_Electric_BEV,157.94021068696438,>40%
FORD_PUMA_Hybrid,8.456617332826315,<10%
FORD_PUMA_Petrol,66.66666666666666,>40%
FORD_PUMA_Total,10.564502706804578,10-20%
FORD_SONSTIGE_All_Wheel_Drive,200.0,>40%
FORD_SONSTIGE_Convertibles,0.0,<10%
FORD_SONSTIGE_Diesel,200.0,>40%
FORD_SONSTIGE_Electric_BEV,200.0,>40%
FORD_SONSTIGE_Hybrid,66.66666666666666,>40%
FORD_SONSTIGE_Petrol,66.66666666666666,>40%
FORD_SONSTIGE_Total,200.0,>40%
FORD_TRANSIT CONNECT_All_Wheel_Drive,200.0,>40%
FORD_TRANSIT CONNECT_Diesel,42.59403856832457,>40%
FORD_TRANSIT CONNECT_Hybrid,200.0,>40%
FORD_TRANSIT CONNECT_Petrol,171.17384404141472,>40%
FORD_TRANSIT CONNECT_Total,44.24882647182874,>40%
FORD_TRANSIT COURIER_Diesel,0.0,<10%
FORD_TRANSIT COURIER_Electric_BEV,200.0,>40%
FORD_TRANSIT COURIER_Petrol,31.110379290875855,30-40%
FORD_TRANSIT COURIER_Total,36.58244311847554,30-40%
FORD_TRANSIT CUSTOM_All_Wheel_Drive,49.733332036554685,>40%
FORD_TRANSIT CUSTOM_Diesel,9.89209609661615,<10%
FORD_TRANSIT CUSTOM_Electric_BEV,200.0,>40%
FORD_TRANSIT CUSTOM_Hybrid,40.079836727025196,>40%
FORD_TRANSIT CUSTOM_Petrol,200.0,>40%
FORD_TRANSIT CUSTOM_Total,10.525024212191706,10-20%
"FORD_TRANSIT, TOURNEO_All_Wheel_Drive",200.0,>40%
"FORD_TRANSIT, TOURNEO_Diesel",22.054618824832385,20-30%
"FORD_TRANSIT, TOURNEO_Electric_BEV",0.0,<10%
"FORD_TRANSIT, TOURNEO_Hybrid",0.0,<10%
"FORD_TRANSIT, TOURNEO_Petrol",200.0,>40%
"FORD_TRANSIT, TOURNEO_Total",21.447175268200834,20-30%
GWM_ORA 07_All_Wheel_Drive,133.33333333333331,>40%
GWM_ORA 07_Electric_BEV,133.33333333333331,>40%
GWM_ORA 07_Total,133.33333333333331,>40%
HONDA_CIVIC_Hybrid,200.0,>40%
HONDA_CIVIC_Petrol,200.0,>40%
HONDA_CIVIC_Total,194.57211437073337,>40%
HONDA_CR-V_All_Wheel_Drive,200.0,>40%
HONDA_CR-V_Hybrid,92.61487778480881,>40%
HONDA_CR-V_Petrol,66.66666666666666,>40%
HONDA_CR-V_Total,90.35837708542434,>40%
HONDA_HR-V_Hybrid,80.0533578015408,>40%
HONDA_HR-V_Total,95.8487415485048,>40%
HONDA_JAZZ_Hybrid,88.26604971948143,>40%
HONDA_JAZZ_Total,68.85170182320613,>40%
HONDA_ZR-V_Hybrid,177.25366640967934,>40%
HONDA_ZR-V_Petrol,0.0,<10%
HONDA_ZR-V_Total,200.0,>40%
HYUNDAI_BAYON_Hybrid,133.33333333333331,>40%
HYUNDAI_BAYON_Petrol,47.24572589407134,>40%
HYUNDAI_BAYON_Total,49.185714272315565,>40%
HYUNDAI_G70_All_Wheel_Drive,133.33333333333331,>40%
HYUNDAI_G70_Diesel,0.0,<10%
HYUNDAI_G70_Petrol,133.33333333333331,>40%
HYUNDAI_G70_Total,133.33333333333331,>40%
HYUNDAI_G80_All_Wheel_Drive,200.0,>40%
HYUNDAI_G80_Electric_BEV,133.33333333333331,>40%
HYUNDAI_G80_Petrol,133.33333333333331,>40%
HYUNDAI_G80_Total,200.0,>40%
HYUNDAI_G90_All_Wheel_Drive,133.33333333333331,>40%
HYUNDAI_G90_Hybrid,133.33333333333331,>40%
HYUNDAI_G90_Total,133.33333333333331,>40%
HYUNDAI_GV60_All_Wheel_Drive,200.0,>40%
HYUNDAI_GV60_Electric_BEV,200.0,>40%
HYUNDAI_GV60_Total,200.0,>40%
HYUNDAI_GV70_All_Wheel_Drive,200.0,>40%
HYUNDAI_GV70_Diesel,0.0,<10%
HYUNDAI_GV70_Electric_BEV,133.33333333333331,>40%
HYUNDAI_GV70_Petrol,66.66666666666666,>40%
HYUNDAI_GV70_Total,184.36010467604197,>40%
HYUNDAI_GV80_All_Wheel_Drive,66.66666666666666,>40%
HYUNDAI_GV80_Diesel,0.0,<10%
HYUNDAI_GV80_Petrol,66.66666666666666,>40%
HYUNDAI_GV80_Total,66.66666666666666,>40%
HYUNDAI_I 10_Petrol,6.785284261298835,<10%
HYUNDAI_I 10_Total,6.484205783348372,<10%
HYUNDAI_I 20_All_Wheel_Drive,0.0,<10%
HYUNDAI_I 20_Hybrid,133.33333333333331,>40%
HYUNDAI_I 20_Petrol,10.898235795759833,10-20%
HYUNDAI_I 20_Total,20.26425383782467,20-30%
HYUNDAI_I 30_Hybrid,6.6843857594646465,<10%
HYUNDAI_I 30_Petrol,20.42365193869807,20-30%
HYUNDAI_I 30_Total,30.36799511351913,30-40%
HYUNDAI_IONIQ5_All_Wheel_Drive,33.46488708053747,30-40%
HYUNDAI_IONIQ5_Electric_BEV,17.874939760209763,10-20%
HYUNDAI_IONIQ5_Total,16.294151262038035,10-20%
HYUNDAI_IONIQ6_All_Wheel_Drive,200.0,>40%
HYUNDAI_IONIQ6_Electric_BEV,152.50545199140214,>40%
HYUNDAI_IONIQ6_Total,156.14804212911892,>40%
HYUNDAI_KONA_All_Wheel_Drive,200.0,>40%
HYUNDAI_KONA_Electric_BEV,15.193297350059986,10-20%
HYUNDAI_KONA_Hybrid,19.080648764619237,10-20%
HYUNDAI_KONA_Petrol,23.814213624107534,20-30%
HYUNDAI_KONA_Total,8.378310244581689,<10%
HYUNDAI_SANTA FE_All_Wheel_Drive,30.36277587150823,30-40%
HYUNDAI_SANTA FE_Hybrid,36.11834774026186,30-40%
HYUNDAI_SANTA FE_Petrol,66.66666666666666,>40%
HYUNDAI_SANTA FE_Total,32.8382915163994,30-40%
HYUNDAI_STARIA_All_Wheel_Drive,0.0,<10%
HYUNDAI_STARIA_Diesel,0.0,<10%
HYUNDAI_STARIA_Electric_BEV,66.66666666666666,>40%
HYUNDAI_STARIA_Hybrid,200.0,>40%
HYUNDAI_STARIA_Total,184.83432314178313,>40%
HYUNDAI_TUCSON_All_Wheel_Drive,16.156140683515826,10-20%
HYUNDAI_TUCSON_Diesel,0.0,<10%
HYUNDAI_TUCSON_Hybrid,10.872576687063146,10-20%
HYUNDAI_TUCSON_Petrol,200.0,>40%
HYUNDAI_TUCSON_Total,10.033984788479678,10-20%
INEOS_GRENADIER_All_Wheel_Drive,200.0,>40%
INEOS_GRENADIER_Diesel,200.0,>40%
INEOS_GRENADIER_Petrol,200.0,>40%
INEOS_GRENADIER_Total,200.0,>40%
IVECO_DAILY_All_Wheel_Drive,200.0,>40%
IVECO_DAILY_Diesel,200.0,>40%
